id,predicted_price
2591820310,358928.0
7974200820,863425.0
7701450110,1146058.0
9522300010,1810308.0
9510861140,708859.0
1761300310,245599.0
7732410120,782710.0
7010701383,670737.0
291310170,460678.0
4232901990,616573.0
6840701125,664334.0
3971700580,422206.0
4202400078,247456.0
6064800090,383287.0
2626119028,266436.0
3303980660,1064308.0
862000020,721843.0
2386000070,914392.0
1138000450,375881.0
1775800420,458193.0
2291401425,414109.0
2025770560,893908.0
3525069037,685242.0
9324800450,539226.0
8080400136,581257.0
8651540040,512523.0
9407001790,245891.0
1773101530,213677.0
9432900250,335944.0
1794500695,650360.0
2220069003,376030.0
923000120,455614.0
5728000060,547333.0
16000200,246387.0
1926059094,435317.0
6672900220,1053546.0
3629860060,795256.0
1822069109,395647.0
6675500105,357941.0
249000180,1973190.0
226059065,500785.0
396100110,272963.0
9264450460,326803.0
7853361210,365646.0
9474700020,322849.0
421000455,239053.0
3755200220,450932.0
7960100075,527054.0
9477100490,388146.0
9138100350,801739.0
1624049275,509861.0
2770606890,543849.0
1157200189,396579.0
2770601800,539600.0
9301300805,576626.0
2325069032,1273627.0
1021079099,321081.0
7215730040,791539.0
1853200080,449254.0
3224600340,695709.0
3222049120,413776.0
2113700025,275657.0
7893207925,223485.0
3586501085,541615.0
8024200010,382349.0
7116500705,186546.0
1598600209,299438.0
7204200025,1039618.0
4206901505,589258.0
2937300440,910050.0
7205000180,337785.0
8718500665,372953.0
5318101765,964692.0
4122700020,943717.0
8078700020,575315.0
3303980680,969554.0
8924100372,1203681.0
2781270210,227110.0
519000043,608424.0
3225069301,1481829.0
151000075,765363.0
2297400020,446154.0
6617500085,601818.0
104510180,243183.0
3528900060,983741.0
3345100286,519250.0
1226039130,417174.0
8712100720,824460.0
3037200010,437492.0
3626039268,428444.0
104510230,241204.0
5112800060,405539.0
6072400280,656852.0
5317100570,1196830.0
9528102993,571182.0
2919201095,486978.0
6181400920,252468.0
185000161,231348.0
8691400010,753965.0
3345700165,564075.0
6151800486,217414.0
4340000080,1202730.0
4136960010,504544.0
3634100030,380527.0
1624059224,1037115.0
2788400090,265211.0
9828200762,522901.0
7524400250,565958.0
3528000290,748775.0
5700003630,2059917.0
2720069019,324298.0
7227501170,253686.0
2397101270,630489.0
6792100090,731054.0
2770602265,555006.0
3971700937,300778.0
422049203,226957.0
3076500830,348590.0
1423400260,283618.0
9161100795,447483.0
3126049052,462461.0
5100401468,413856.0
514500235,443254.0
1423200170,198337.0
1402100070,422304.0
624110020,634207.0
2407000145,195633.0
1890000225,808131.0
1320069271,331780.0
5490700085,367434.0
263000155,439129.0
3726800201,405602.0
5153200358,294542.0
2725079018,808488.0
7165700200,303794.0
9429000170,562773.0
8718500075,374601.0
1760650950,314296.0
1068000559,1182925.0
4113800500,655071.0
4077800507,530748.0
2725069150,721428.0
4008400035,641510.0
7016310270,405094.0
1432701230,223088.0
3278606050,376950.0
2473350710,389634.0
2185000685,182851.0
7792000025,365304.0
6868200029,448501.0
624069003,716254.0
7431500280,865266.0
3296000040,575017.0
1118001215,1564702.0
6453900040,677503.0
333100209,718686.0
34001765,571148.0
8946700100,374599.0
5561401210,569820.0
6671900095,387634.0
3275850020,696174.0
3876300600,417805.0
1450900020,275745.0
8562780280,351192.0
7663700973,336361.0
2126049032,360143.0
1823059159,173794.0
3438503426,283103.0
9297301495,547442.0
7140700850,388087.0
7942601805,722098.0
2555900030,341662.0
2887970040,286807.0
7419700010,613833.0
2239000011,357903.0
9283800050,319193.0
9407001340,294960.0
217500140,548820.0
7212660520,250451.0
3298201170,354993.0
3057000400,321226.0
6865200444,506161.0
6071600340,499710.0
6821600005,701290.0
1235100371,710519.0
7796450340,354874.0
3603000410,168390.0
9297300255,523301.0
9126100850,548109.0
2770601462,536571.0
2599001500,209065.0
1102000095,665779.0
1853080640,986520.0
9551201585,984510.0
3438500796,347341.0
7518504291,532401.0
9269200340,412345.0
715010130,1586686.0
1982201485,631793.0
9526500080,410057.0
9277200180,460520.0
6669150280,285657.0
8917100153,586655.0
3760500516,1073347.0
2725069050,870806.0
3332000091,325417.0
8562770080,581814.0
8151601190,252071.0
8563040160,601810.0
240000269,645059.0
4307350200,310223.0
1311910300,260888.0
3574900030,497896.0
7853230570,441086.0
320069049,373793.0
9839301060,684133.0
7011201333,665353.0
2781320100,273380.0
3421069120,425854.0
7852030320,497125.0
5316101075,2199602.0
5309100750,564600.0
629000730,722768.0
511700170,304197.0
1562100030,563742.0
2489200230,514368.0
524069116,506842.0
5315100737,977210.0
1868900675,806004.0
1608000120,360317.0
705700240,347351.0
7575600610,273489.0
1778500015,787604.0
5423500240,196370.0
6713700025,343016.0
2734100734,324410.0
301402280,224923.0
2113700205,299043.0
4114601570,3949140.0
3332000615,318889.0
3630050180,381717.0
6852700520,571511.0
6870310010,689070.0
6163900981,298766.0
393000142,375572.0
1771100130,332179.0
1442860160,404983.0
9191200435,593378.0
6788200800,885537.0
1115300070,781620.0
3176600105,729186.0
2770604665,593748.0
5469500580,389106.0
5680000545,503922.0
3424089119,558347.0
1328300180,306586.0
1773100922,383480.0
4123830480,321775.0
9808610190,935543.0
4250200140,288102.0
4217402115,4436887.0
3831250350,387735.0
2397101055,859063.0
6817850110,826428.0
7526800200,617579.0
7853370100,617332.0
2523089025,877823.0
9476200680,247415.0
5714200140,414458.0
3575304895,556577.0
263000018,417879.0
8080400177,578526.0
6450304130,308593.0
514500090,559707.0
9477000300,447796.0
853600310,1420563.0
1951600240,196567.0
1099900120,320877.0
5323100120,559920.0
1223089016,425585.0
522059172,254252.0
1930300190,733186.0
9542840410,311365.0
8665050530,504369.0
5592900205,361754.0
5450300010,652004.0
2459960030,350802.0
3331500455,550234.0
3432500705,420946.0
3702900165,369821.0
5249803550,563457.0
626049058,405243.0
1788900380,183975.0
8075400360,235781.0
9113200250,743640.0
2738640040,685220.0
7821200307,527310.0
3530440140,242723.0
3582700130,451548.0
9276200569,763132.0
7197800020,595034.0
686200490,537931.0
3501600100,389389.0
6383000690,602367.0
7604400150,391943.0
5249801411,722432.0
2607720420,444918.0
9561100010,390069.0
1796370590,256074.0
4077800593,368597.0
854000165,254537.0
5536100010,694170.0
4188000670,771813.0
31000165,1439137.0
662350050,929197.0
4137000280,277340.0
6169901130,1036824.0
1953400510,250199.0
7518506716,1076184.0
1552520010,374357.0
7955080270,309841.0
9212900100,516264.0
3438500798,354519.0
7899800890,238515.0
4319200605,475812.0
1329300480,378630.0
8935100100,762678.0
5016001260,461157.0
4337600280,289046.0
1446401220,191723.0
7135521530,669781.0
6888900115,267537.0
2413301070,293928.0
345700040,282208.0
5566100145,459140.0
7634800070,368830.0
9346910500,647926.0
3529300060,309083.0
8128600060,1046569.0
8572900275,215624.0
4139420590,1535154.0
9274200322,602023.0
1472700200,583918.0
8820903380,600230.0
8563010130,872730.0
8965450110,827335.0
9274204230,542488.0
8165501700,398820.0
2193340260,526725.0
1860600290,870039.0
1222000055,200551.0
2492200280,413412.0
2488200455,354982.0
809001520,1210441.0
1796361140,246060.0
6398000011,748768.0
6813600365,542343.0
7504100920,767201.0
8835770330,675487.0
524059322,806086.0
4307330280,404381.0
1245002952,1058541.0
2021069059,237664.0
5700000595,660677.0
3629970930,756434.0
3336002215,266766.0
5100401060,591184.0
3278600750,293670.0
1126069045,1009887.0
7568700175,330101.0
452001475,508266.0
9283800230,496001.0
1737300130,538823.0
6189600040,512435.0
3679400025,509657.0
1096100010,332982.0
9513900050,254476.0
5452800645,700086.0
273800100,237774.0
7228500037,514134.0
808300090,456190.0
2493200215,553793.0
5035300255,663719.0
3380900160,365703.0
3630000130,442923.0
7300400670,294352.0
6798100070,333875.0
8078400010,574093.0
5566100060,502149.0
2768200212,528808.0
4035900060,585435.0
9460000110,332276.0
7199320190,559723.0
2225039081,461179.0
9512200050,574286.0
2634500085,319213.0
3654800200,279793.0
2724079090,1129831.0
2597520720,725912.0
3034200426,377323.0
984000130,294598.0
7852020670,451098.0
7923500060,670636.0
2310030510,294668.0
2205500540,514398.0
2493200015,441055.0
7853361420,581097.0
5652600605,492054.0
5285200020,304108.0
9406530150,358112.0
5706300020,498237.0
3278602490,418073.0
7197000100,529900.0
4447300008,530295.0
7899800045,251545.0
9250900095,340610.0
9268851740,627800.0
8682261440,494035.0
7284900385,761077.0
8079040300,441680.0
2225300585,392188.0
3223039013,430532.0
2013801350,256505.0
4055701110,767446.0
3578401770,445027.0
4046500720,494855.0
6145601745,368826.0
5207200195,670629.0
1972201856,579831.0
7212680080,239860.0
7277100510,546520.0
522079022,545622.0
5605000440,832268.0
6632300230,358150.0
8815400165,630064.0
6708200320,516813.0
2426059076,619856.0
3260200200,549062.0
2770601741,509648.0
4338800500,243253.0
9201000320,716522.0
7655900038,326172.0
3625059140,583603.0
4222310010,218742.0
2114700115,337074.0
3291800710,318887.0
9406590010,403851.0
3025059124,3132093.0
7972601250,425472.0
930000470,854424.0
6690500060,529895.0
16000015,199436.0
5693501102,591470.0
8079040490,444333.0
7225000155,342180.0
8819900170,775580.0
7972601270,346912.0
1224069074,813559.0
5126900321,347426.0
3438501860,292814.0
2822069080,412726.0
1656600310,558936.0
3856900507,1155152.0
1626069139,479933.0
2524049257,1294259.0
3904960150,533347.0
7214820610,436980.0
7977201845,600323.0
2428100080,903621.0
2202500135,407038.0
1523550220,663803.0
2313900610,472714.0
4123840050,364721.0
2125059124,988247.0
1225039067,489147.0
6431500283,487818.0
2473380010,310218.0
5694501195,413052.0
2881700046,366309.0
6837820330,329927.0
2337300370,199432.0
3876540630,222345.0
626059317,357294.0
3374500520,335824.0
7228501903,389610.0
4019300051,503198.0
4232902615,633209.0
3546000090,256021.0
8127700215,806065.0
3438501100,435045.0
1769600066,701952.0
8146100610,577992.0
3052700695,568841.0
7954310210,641422.0
3761700053,2053506.0
1320069179,385679.0
1331900410,765643.0
7303100210,341702.0
2464400285,501130.0
6163901150,355509.0
8955800045,349663.0
2314300200,430002.0
9528104360,387709.0
4177100005,594569.0
8856960260,317192.0
1828001220,591777.0
3066400710,705474.0
624110610,786928.0
4040800260,413128.0
5019500215,541383.0
2481630180,985393.0
7203170190,722023.0
510001280,892243.0
9430110120,730624.0
1565950030,340555.0
9828202255,929043.0
3878900270,429976.0
8091600080,221647.0
1112000035,303461.0
2228900270,308919.0
6648701740,305097.0
1245003740,696958.0
2174503441,527974.0
7708250010,323860.0
6072300110,570394.0
2329800140,259177.0
1494300040,529027.0
3832050130,292831.0
7203100730,845845.0
7199330170,456704.0
7785000220,718790.0
1250201175,443874.0
4054500180,1049426.0
7905200061,449031.0
3751604895,173441.0
5220300140,278253.0
3323059027,304042.0
8651611980,896077.0
8673400190,559095.0
1668500100,794448.0
1023059365,605965.0
3308030060,346217.0
4232400860,890584.0
2144800615,233680.0
1568100920,1460240.0
9406510040,498598.0
2923049421,346985.0
1051000040,1600572.0
2077700042,671222.0
9423800030,276599.0
9818700455,647389.0
7133300675,405638.0
4113800550,643944.0
5553300375,1777105.0
2025701530,282362.0
7942601155,484897.0
7524300020,286329.0
2520069100,296971.0
5412300410,217362.0
7504110760,720419.0
2594200350,428123.0
2722059013,241901.0
8078430480,554208.0
1423069162,526032.0
8856001090,158003.0
7000100631,787030.0
4222200280,227441.0
7971300050,585410.0
2009001600,251245.0
6619910140,657683.0
2877100985,569258.0
1196000007,342485.0
1330850130,721386.0
6664900410,261540.0
1231001110,326591.0
9235900030,285017.0
9407101840,306119.0
9523103001,415767.0
2149800278,376550.0
7234601198,715417.0
9476700035,424139.0
9297301065,627893.0
518500700,818526.0
7843500090,322814.0
6056110780,397277.0
2345700260,333002.0
3509600070,233432.0
1431700280,346858.0
1623049174,270144.0
3024089049,435739.0
7853340450,393600.0
7732410360,761476.0
1446800995,312148.0
2946000285,230779.0
425079100,491322.0
3876313040,432994.0
1762600260,961032.0
1925069121,975559.0
7443000480,838828.0
7820000015,351830.0
4027701253,480404.0
2826049165,361484.0
5426300060,901928.0
1278000210,171518.0
923000270,358062.0
7657600005,254363.0
3024079057,377154.0
3276180020,315879.0
7304300760,291788.0
3908100020,564992.0
8835400805,635864.0
4051150070,222308.0
3904930530,464200.0
6163900971,375484.0
7942600310,451177.0
4365700330,307877.0
423059207,294242.0
3992700265,349265.0
7177300090,513496.0
2540820010,647112.0
5700002510,962489.0
5201000030,546379.0
7631800015,1819063.0
2922702965,649567.0
1525059198,922802.0
1245003160,748027.0
3810000455,313860.0
7855600080,628384.0
5701500030,1150098.0
7504020400,604727.0
1402600570,305272.0
7575610760,276132.0
8731990370,362980.0
5021900090,842232.0
290000075,433553.0
2841500010,476679.0
3955900830,436084.0
7852110140,557060.0
1311400350,239420.0
7773800015,557878.0
4123400320,493181.0
2725069157,877903.0
666000143,813976.0
5101408678,503003.0
6371000026,389035.0
2024059084,666029.0
7283900036,335330.0
8881900230,706746.0
3959400135,392455.0
7696610270,222664.0
1689400150,818641.0
5103900015,466075.0
1441000350,438287.0
5101408735,315862.0
3126059027,1932007.0
2320069014,496675.0
9541600015,640320.0
8682320420,716229.0
1562200090,655962.0
3395070980,579917.0
7349600230,260713.0
522049122,263486.0
869700060,307614.0
811000055,1252238.0
1221059176,424855.0
1523059103,456132.0
2025760210,676677.0
9218400088,318256.0
8682292020,478726.0
2623089135,448149.0
3758900259,1181155.0
524069049,600809.0
3121500150,762627.0
5581400080,795981.0
8087800020,453987.0
4070700290,747192.0
3296000170,630028.0
9238500040,500717.0
2744600040,356637.0
6813600380,596760.0
6140100150,475676.0
2201500555,465717.0
2600110250,653908.0
4337000275,139156.0
1186000150,637051.0
1972201963,541714.0
1105000745,386508.0
2887700560,544974.0
4039700080,663611.0
522049104,284915.0
4202400078,247456.0
7520000695,178594.0
7714000310,392232.0
4319200060,659268.0
8624700015,689387.0
5104520610,303447.0
2354300845,295561.0
3824100291,465165.0
6151800612,250978.0
5454200080,901253.0
6413600290,344624.0
2131200065,322679.0
1459920010,281679.0
50300090,409270.0
2326300090,712005.0
7714000070,392503.0
3630180500,1010021.0
1727850340,986688.0
8691430330,979901.0
2310030390,255838.0
5561400610,493641.0
7010701016,537192.0
7883605915,243924.0
1282300995,383526.0
4040700310,484610.0
3353400435,237943.0
2143701015,493607.0
255450020,390021.0
1020069017,331988.0
4038200120,512259.0
